sample,V,frequency_tool,tool,J,frequency_TCR
JSSBaseline-RNA_GTGAAA,TRBV6,5.632438338881285e-06,IMREP,,0.016858040468197683
JSSBaseline-RNA_GTGAAA,TRBV7,0.0003474728035709513,MIXCR,,0.013283372084178005
JSSBaseline-RNA_GTGAAA,TRBV7,5.632438338881285e-05,IMREP,,0.013283372084178005
JSSBaseline-RNA_GTGAAA,TRBV9,2.6728677197765484e-05,MIXCR,,0.0027426593756775743
LEK-OT110712A_CCGTCC,TRBV11,0.0002947895939273344,MIXCR,,0.005440090745801541
LEK-OT110712A_CCGTCC,TRBV12,0.000368486992409168,MIXCR,,0.000267021176952761
LEK-OT110712A_CCGTCC,TRBV12,1.126487667776257e-05,IMREP,,0.000267021176952761
LEK-OT110712A_CCGTCC,TRBV13,7.36973984818336e-05,MIXCR,,0.0005897235140607874
LEK-OT110712A_CCGTCC,TRBV15,0.00022109219544550078,MIXCR,,0.0005469794264323023
LEK-OT110712A_CCGTCC,TRBV18,0.00011054609772275039,MIXCR,,0.0028479153977554626
LEK-OT110712A_CCGTCC,TRBV2,0.00047903309013191833,MIXCR,,0.008879799589222102
LEK-OT110712A_CCGTCC,TRBV2,5.632438338881285e-06,IMREP,,0.008879799589222102
LEK-OT110712A_CCGTCC,TRBV20,0.00047903309013191833,MIXCR,,0.00015783228482672856
LEK-OT110712A_CCGTCC,TRBV27,0.0005527304886137519,MIXCR,,0.005895475698744221
LEK-OT110712A_CCGTCC,TRBV27,1.6897315016643855e-05,IMREP,,0.005895475698744221
LEK-OT110712A_CCGTCC,TRBV28,7.36973984818336e-05,MIXCR,,0.003286223414962808
LEK-OT110712A_CCGTCC,TRBV30,0.0013265531726730046,MIXCR,,0.0012141183824933412
LEK-OT110712A_CCGTCC,TRBV30,5.9140602558253496e-05,IMREP,,0.0012141183824933412
LEK-OT110712A_CCGTCC,TRBV4,0.0007369739848183359,MIXCR,,0.009129743830439588
LEK-OT110712A_CCGTCC,TRBV4,1.6897315016643855e-05,IMREP,,0.009129743830439588
LEK-OT110712A_CCGTCC,TRBV5,0.0009949148795047537,MIXCR,,0.015371001603679775
LEK-OT110712A_CCGTCC,TRBV5,4.224328754160964e-05,IMREP,,0.015371001603679775
LEK-OT110712A_CCGTCC,TRBV6,0.0025794089468641757,MIXCR,,0.014777552212731238
LEK-OT110712A_CCGTCC,TRBV6,0.00016897315016643855,IMREP,,0.014777552212731238
LEK-OT110712A_CCGTCC,TRBV7,0.002800501142309677,MIXCR,,0.015436721932115864
LEK-OT110712A_CCGTCC,TRBV7,0.00016334071182755726,IMREP,,0.015436721932115864
LEK-OT110712A_CCGTCC,TRBV9,0.00040533569165008475,MIXCR,,0.001987962312755269
LEK-baseline_CGATGT,TRBV10,0.00019457776624724348,MIXCR,,0.004817972802133688
LEK-baseline_CGATGT,TRBV10,5.632438338881285e-06,IMREP,,0.004817972802133688
LEK-baseline_CGATGT,TRBV11,6.485925541574782e-05,MIXCR,,0.008065902482417297
LEK-baseline_CGATGT,TRBV18,6.485925541574782e-05,MIXCR,,0.009274639042739456
LEK-baseline_CGATGT,TRBV19,6.485925541574782e-05,MIXCR,,0.006659383957305593
LEK-baseline_CGATGT,TRBV20,0.0002594370216629913,MIXCR,,0.0003160785559743146
LEK-baseline_CGATGT,TRBV23,6.485925541574782e-05,MIXCR,,9.262943929175221e-05
LEK-baseline_CGATGT,TRBV27,0.0002594370216629913,MIXCR,,0.010052519339629742
LEK-baseline_CGATGT,TRBV29,6.485925541574782e-05,MIXCR,,0.006263923524306945
LEK-baseline_CGATGT,TRBV4,9.728888312362174e-05,MIXCR,,0.011602380628338129
LEK-baseline_CGATGT,TRBV5,6.485925541574782e-05,MIXCR,,0.023808042822744936
LEK-baseline_CGATGT,TRBV5,1.126487667776257e-05,IMREP,,0.023808042822744936
LEK-baseline_CGATGT,TRBV6,0.00019457776624724348,MIXCR,,0.018119249794688368
LEK-baseline_CGATGT,TRBV7,0.0007458814372811001,MIXCR,,0.020110317004850213
MP-11-28-12RNA_S2,TRBV10,0.002687060768912774,MIXCR,,0.00012398890309666942
MP-11-28-12RNA_S2,TRBV10,3.379463003328771e-05,IMREP,,0.00012398890309666942
MP-11-28-12RNA_S2,TRBV11,0.0010334849111202976,MIXCR,,4.026016970334243e-05
MP-11-28-12RNA_S2,TRBV11,8.448657508321927e-06,IMREP,,4.026016970334243e-05
MP-11-28-12RNA_S2,TRBV14,0.00041339396444811904,MIXCR,,2.2148268165849094e-05
MP-11-28-12RNA_S2,TRBV14,5.632438338881285e-06,IMREP,,2.2148268165849094e-05
MP-11-28-12RNA_S2,TRBV19,0.00041339396444811904,MIXCR,,0.00010525602207789023
MP-11-28-12RNA_S2,TRBV19,1.126487667776257e-05,IMREP,,0.00010525602207789023
MP-11-28-12RNA_S2,TRBV2,0.00041339396444811904,MIXCR,,8.383222997354092e-05
MP-11-28-12RNA_S2,TRBV20,0.00041339396444811904,MIXCR,,4.553849529426924e-06
MP-11-28-12RNA_S2,TRBV27,0.00041339396444811904,MIXCR,,5.050633114455299e-05
MP-11-28-12RNA_S2,TRBV27,5.632438338881285e-06,IMREP,,5.050633114455299e-05
MP-11-28-12RNA_S2,TRBV29,0.00041339396444811904,MIXCR,,2.0285329721992622e-05
MP-11-28-12RNA_S2,TRBV4,0.0012401818933443572,MIXCR,,0.00013247562267423808
MP-11-28-12RNA_S2,TRBV5,0.0016535758577924762,MIXCR,,0.0001723218060567255
MP-11-28-12RNA_S2,TRBV5,4.787572588049091e-05,IMREP,,0.0001723218060567255
MP-11-28-12RNA_S2,TRBV6,0.0006200909466721786,MIXCR,,0.0001714938334150115
MP-11-28-12RNA_S2,TRBV6,8.448657508321927e-06,IMREP,,0.0001714938334150115
MP-11-28-12RNA_S2,TRBV7,0.0035138486978090124,MIXCR,,0.000163628093318728
MP-11-28-12RNA_S2,TRBV7,7.885413674433798e-05,IMREP,,0.000163628093318728
PT0112-B_S3,TRBV15,0.006289308176100629,MIXCR,,0.0004873653962288952
PT0112-B_S3,TRBV2,0.015723270440251572,MIXCR,,0.01100924172713023
PT0112-B_S3,TRBV25,0.006289308176100629,MIXCR,,0.0006100088437827793
PT0112-B_S3,TRBV25,1.126487667776257e-05,IMREP,,0.0006100088437827793
PT0112-B_S3,TRBV28,0.006289308176100629,MIXCR,,0.004250501052818964
PT0112-B_S3,TRBV4,0.006289308176100629,MIXCR,,0.00472482587994086
PT0112-B_S3,TRBV5,0.006289308176100629,MIXCR,,0.012833368953406386
PT0112-B_S3,TRBV7,0.012578616352201259,MIXCR,,0.010697199537784299
PT0285-B_S5,TRBV11,0.00014726456078344746,MIXCR,,0.0006201515086437767
PT0285-B_S5,TRBV28,0.00022089684117517118,MIXCR,,0.0016194109906123417
PT0285-B_S5,TRBV28,1.126487667776257e-05,IMREP,,0.0016194109906123417
PT0285-B_S5,TRBV5,0.00022089684117517118,MIXCR,,0.0032172946925401185
PT0285-B_S5,TRBV7,0.0002945291215668949,MIXCR,,0.00416232196647642
PT0285-B_S5,TRBV7,5.632438338881285e-06,IMREP,,0.00416232196647642
PT0285-B_S5,TRBV9,0.00014726456078344746,MIXCR,,0.0006367109614780553
PT0310_S9,TRBV11,0.007535164099129269,MIXCR,,1.2730079366352537e-05
PT0310_S9,TRBV11,0.00010138389009986313,IMREP,,1.2730079366352537e-05
PT0310_S9,TRBV12,0.008874748827863361,MIXCR,,2.0699316042849653e-07
PT0310_S9,TRBV12,0.00011828120511650699,IMREP,,2.0699316042849653e-07
PT0310_S9,TRBV15,0.0021768251841929,MIXCR,,1.0660147762067572e-05
PT0310_S9,TRBV15,5.069194504993156e-05,IMREP,,1.0660147762067572e-05
PT0310_S9,TRBV18,0.0020093770931011385,MIXCR,,4.1398632085699306e-07
PT0310_S9,TRBV18,5.632438338881285e-06,IMREP,,4.1398632085699306e-07
PT0310_S9,TRBV19,0.004521098459477561,MIXCR,,3.373988514984494e-05
PT0310_S9,TRBV19,4.505950671105028e-05,IMREP,,3.373988514984494e-05
PT0310_S9,TRBV2,0.03148024112525118,MIXCR,,0.0010131280237172763
PT0310_S9,TRBV2,0.00027317325943574235,IMREP,,0.0010131280237172763
PT0310_S9,TRBV20,0.004855994641661085,MIXCR,,2.276924764713462e-06
PT0310_S9,TRBV27,0.01808439383791025,MIXCR,,3.7569258617772114e-05
PT0310_S9,TRBV27,0.00019150290352196365,IMREP,,3.7569258617772114e-05
PT0310_S9,TRBV28,0.003683858004018754,MIXCR,,8.693712737996855e-06
PT0310_S9,TRBV28,1.6897315016643855e-05,IMREP,,8.693712737996855e-06
PT0310_S9,TRBV29,0.0023442732752846614,MIXCR,,5.38182217114091e-06
PT0310_S9,TRBV30,0.00033489618218352315,MIXCR,,6.209794812854896e-07
PT0310_S9,TRBV30,5.632438338881285e-06,IMREP,,6.209794812854896e-07
PT0310_S9,TRBV4,0.01172136637642331,MIXCR,,1.0970637502710318e-05
PT0310_S9,TRBV4,0.000157708273488676,IMREP,,1.0970637502710318e-05
PT0310_S9,TRBV5,0.005023442732752846,MIXCR,,2.2872744227348867e-05
PT0310_S9,TRBV5,3.9427068372169e-05,IMREP,,2.2872744227348867e-05
PT0310_S9,TRBV6,0.024447421299397188,MIXCR,,2.546015873270507e-05
PT0310_S9,TRBV6,4.7875725880490926e-05,IMREP,,2.546015873270507e-05
PT0310_S9,TRBV7,0.0349966510381782,MIXCR,,0.00011187980321160239
PT0310_S9,TRBV7,0.0003182327661467926,IMREP,,0.00011187980321160239
PT0310_S9,TRBV9,0.0013395847287340926,MIXCR,,4.967835850283917e-05
RAS-baseline_TGACCA,TRBV11,0.00017814197915738846,MIXCR,,0.001818538410944555
RAS-baseline_TGACCA,TRBV12,0.0006680324218402067,MIXCR,,0.00015990221643101362
RAS-baseline_TGACCA,TRBV12,3.661084920272835e-05,IMREP,,0.00015990221643101362
RAS-baseline_TGACCA,TRBV19,0.00013360648436804132,MIXCR,,0.004956347729880135
RAS-baseline_TGACCA,TRBV20,0.00013360648436804132,MIXCR,,0.00011353574849503032
RAS-baseline_TGACCA,TRBV27,0.0009797808853656367,MIXCR,,0.008709340721609218
RAS-baseline_TGACCA,TRBV27,4.505950671105028e-05,IMREP,,0.008709340721609218
RAS-baseline_TGACCA,TRBV28,0.0004898904426828182,MIXCR,,0.00313004707541951
RAS-baseline_TGACCA,TRBV29,0.00017814197915738846,MIXCR,,0.0009776286967037888
RAS-baseline_TGACCA,TRBV30,0.00022267747394673555,MIXCR,,0.00027737083497418564
RAS-baseline_TGACCA,TRBV4,0.00013360648436804132,MIXCR,,0.003288603836307736
RAS-baseline_TGACCA,TRBV5,0.0006234969270508595,MIXCR,,0.010567311329615418
RAS-baseline_TGACCA,TRBV6,0.0004453549478934711,MIXCR,,0.006083321991833082
RAS-baseline_TGACCA,TRBV6,5.632438338881285e-06,IMREP,,0.006083321991833082
RAS-baseline_TGACCA,TRBV7,0.0013806003384697605,MIXCR,,0.007454030700190589
RAS-baseline_TGACCA,TRBV7,1.126487667776257e-05,IMREP,,0.007454030700190589
RAS-baseline_TGACCA,TRBV9,0.0005344259374721654,MIXCR,,0.003689963574378593
SAR-11-14-12RNA_S1,TRBV11,0.0011266547741996054,MIXCR,,0.0002762323725918322
SAR-11-14-12RNA_S1,TRBV11,5.069194504993156e-05,IMREP,,0.0002762323725918322
SAR-11-14-12RNA_S1,TRBV12,0.0007511031827997371,MIXCR,,0.0004397569693303475
SAR-11-14-12RNA_S1,TRBV12,0.000245011067741336,IMREP,,0.0004397569693303475
SAR-11-14-12RNA_S1,TRBV14,0.00018777579569993427,MIXCR,,8.952454188532457e-05
SAR-11-14-12RNA_S1,TRBV14,3.9427068372169e-05,IMREP,,8.952454188532457e-05
SAR-11-14-12RNA_S1,TRBV15,0.00018777579569993427,MIXCR,,6.996368822483158e-05
SAR-11-14-12RNA_S1,TRBV15,8.448657508321927e-06,IMREP,,6.996368822483158e-05
SAR-11-14-12RNA_S1,TRBV18,0.0009388789784996713,MIXCR,,0.00023504073366656126
SAR-11-14-12RNA_S1,TRBV18,0.00013236230096371016,IMREP,,0.00023504073366656126
SAR-11-14-12RNA_S1,TRBV19,0.0011266547741996054,MIXCR,,0.0005868256098147799
SAR-11-14-12RNA_S1,TRBV19,0.00012954608179426951,IMREP,,0.0005868256098147799
SAR-11-14-12RNA_S1,TRBV20,0.0007511031827997371,MIXCR,,0.0006488200613631062
SAR-11-14-12RNA_S1,TRBV21,0.00018777579569993427,MIXCR,,6.095948574619201e-05
SAR-11-14-12RNA_S1,TRBV24,0.00018777579569993427,MIXCR,,0.00017459873082143924
SAR-11-14-12RNA_S1,TRBV25,0.00018777579569993427,MIXCR,,4.615947477555459e-05
SAR-11-14-12RNA_S1,TRBV25,5.632438338881285e-06,IMREP,,4.615947477555459e-05
SAR-11-14-12RNA_S1,TRBV27,0.0008449910806497042,MIXCR,,0.00028026873922018693
SAR-11-14-12RNA_S1,TRBV27,0.00010983254760818506,IMREP,,0.00028026873922018693
SAR-11-14-12RNA_S1,TRBV28,0.0027227490376490466,MIXCR,,0.0005199668189963827
SAR-11-14-12RNA_S1,TRBV28,0.00010138389009986312,IMREP,,0.0005199668189963827
SAR-11-14-12RNA_S1,TRBV29,0.0014083184677495066,MIXCR,,0.00016859592916901233
SAR-11-14-12RNA_S1,TRBV3,0.0005633273870998028,MIXCR,,0.00037320866825258443
SAR-11-14-12RNA_S1,TRBV3,5.3508164219372194e-05,IMREP,,0.00037320866825258443
SAR-11-14-12RNA_S1,TRBV4,0.0011266547741996054,MIXCR,,0.0006299836837641157
SAR-11-14-12RNA_S1,TRBV4,6.195682172769414e-05,IMREP,,0.0006299836837641157
SAR-11-14-12RNA_S1,TRBV5,0.0009388789784996713,MIXCR,,0.0009386104859629845
SAR-11-14-12RNA_S1,TRBV5,0.00018023802684420114,IMREP,,0.0009386104859629845
SAR-11-14-12RNA_S1,TRBV6,0.0011266547741996056,MIXCR,,0.0017381215681179418
SAR-11-14-12RNA_S1,TRBV6,0.00014081095847203208,IMREP,,0.0017381215681179418
SAR-11-14-12RNA_S1,TRBV7,0.003192188526898881,MIXCR,,0.0012764233237822582
SAR-11-14-12RNA_S1,TRBV7,0.0005041032313298754,IMREP,,0.0012764233237822582
TR2-PBMC_S12,TRBV1,0.00036833126550868487,MIXCR,,0.0001230574338747412
TR2-PBMC_S12,TRBV1,5.632438338881285e-05,IMREP,,0.0001230574338747412
TR2-PBMC_S12,TRBV10,0.0012988523573200992,MIXCR,,3.767275519798627e-05
TR2-PBMC_S12,TRBV10,0.0003294976428245554,IMREP,,3.767275519798627e-05
TR2-PBMC_S12,TRBV11,0.002597704714640196,MIXCR,,0.0001494490618293762
TR2-PBMC_S12,TRBV11,0.0005435302997020442,IMREP,,0.0001494490618293762
TR2-PBMC_S12,TRBV12,0.002733405707196027,MIXCR,,0.00012740429024373976
TR2-PBMC_S12,TRBV12,0.0015827151732256384,IMREP,,0.00012740429024373976
TR2-PBMC_S12,TRBV13,0.0007560483870967745,MIXCR,,1.5317493871708743e-05
TR2-PBMC_S12,TRBV14,0.0003683312655086848,MIXCR,,2.1527288684563595e-05
TR2-PBMC_S12,TRBV14,0.00018023802684420112,IMREP,,2.1527288684563595e-05
TR2-PBMC_S12,TRBV15,0.00042648883374689817,MIXCR,,2.8772049299560963e-05
TR2-PBMC_S12,TRBV15,7.885413674433797e-05,IMREP,,2.8772049299560963e-05
TR2-PBMC_S12,TRBV18,0.0013570099255583125,MIXCR,,5.195528326755247e-05
TR2-PBMC_S12,TRBV18,0.0005153681080076378,IMREP,,5.195528326755247e-05
TR2-PBMC_S12,TRBV19,0.002869106699751858,MIXCR,,0.0001608336856529441
TR2-PBMC_S12,TRBV19,0.0015630016390395533,IMREP,,0.0001608336856529441
TR2-PBMC_S12,TRBV2,0.0021712158808932986,MIXCR,,0.00010080566912867773
TR2-PBMC_S12,TRBV2,0.00045341128627994357,IMREP,,0.00010080566912867773
TR2-PBMC_S12,TRBV20,0.0062228598014888534,MIXCR,,0.0003822128707312236
TR2-PBMC_S12,TRBV21,0.000504032258064516,MIXCR,,1.707693573535095e-05
TR2-PBMC_S12,TRBV23,0.0003101736972704714,MIXCR,,2.690911085570455e-06
TR2-PBMC_S12,TRBV23,1.6897315016643855e-05,IMREP,,2.690911085570455e-06
TR2-PBMC_S12,TRBV24,0.0011049937965260548,MIXCR,,3.674128597605805e-05
TR2-PBMC_S12,TRBV25,0.0002714019851116625,MIXCR,,1.5731480192565736e-05
TR2-PBMC_S12,TRBV25,0.00012954608179426951,IMREP,,1.5731480192565736e-05
TR2-PBMC_S12,TRBV27,0.0012794665012406947,MIXCR,,7.79329249013287e-05
TR2-PBMC_S12,TRBV27,0.0005210005463465191,IMREP,,7.79329249013287e-05
TR2-PBMC_S12,TRBV28,0.0010274503722084367,MIXCR,,3.643079623541535e-05
TR2-PBMC_S12,TRBV28,0.00029851923196070815,IMREP,,3.643079623541535e-05
TR2-PBMC_S12,TRBV29,0.0036057692307692284,MIXCR,,4.6573461096411605e-05
TR2-PBMC_S12,TRBV29,0.00011828120511650698,IMREP,,4.6573461096411605e-05
TR2-PBMC_S12,TRBV3,0.0014345533498759302,MIXCR,,8.052033940668495e-05
TR2-PBMC_S12,TRBV3,0.0003773733687050462,IMREP,,8.052033940668495e-05
TR2-PBMC_S12,TRBV30,0.0006397332506203475,MIXCR,,0.00010163364177039135
TR2-PBMC_S12,TRBV30,0.0004731248204660282,IMREP,,0.00010163364177039135
TR2-PBMC_S12,TRBV4,0.0027915632754342405,MIXCR,,0.00019685049556750285
TR2-PBMC_S12,TRBV4,0.0005604276147186879,IMREP,,0.00019685049556750285
TR2-PBMC_S12,TRBV5,0.004303660049627791,MIXCR,,0.00019923091691243216
TR2-PBMC_S12,TRBV5,0.0017319747892059914,IMREP,,0.00019923091691243216
TR2-PBMC_S12,TRBV6,0.0070176799007444475,MIXCR,,0.0004222660472741395
TR2-PBMC_S12,TRBV6,0.0011095903527596114,IMREP,,0.0004222660472741395
TR2-PBMC_S12,TRBV7,0.011883529776674983,MIXCR,,0.0004858129475256897
TR2-PBMC_S12,TRBV7,0.004184901685788804,IMREP,,0.0004858129475256897
TR2-PBMC_S12,TRBV9,0.0013182382133995034,MIXCR,,0.0001083609194843178
CMT-baseline1C_CAGATC,TRBV19,2.8162191694406424e-05,IMREP,,0.004869824588821018
LEK-OT110712A_CCGTCC,TRBV10,5.632438338881285e-06,IMREP,,0.0033828892208829144
LEK-baseline_CGATGT,TRBV12,5.632438338881285e-06,IMREP,,0.00028751349983518175
PT0285-B_S5,TRBV4,1.126487667776257e-05,IMREP,,0.004788476276772623
SAR-11-14-12RNA_S1,TRBV10,3.097841086384707e-05,IMREP,,0.00022789946963177772
SAR-11-14-12RNA_S1,TRBV2,4.7875725880490926e-05,IMREP,,0.00034247018392895214
SAR-11-14-12RNA_S1,TRBV30,5.350816421937221e-05,IMREP,,0.0001169511356421004
